1.262961098698842377e-01,6.810389563246681544e-01,1.498968966892123899e-05,0.000000000000000000e+00,1.736223138597199345e-01,1.352055319249699170e-02
1.809858174213355708e-01,1.418636792049337458e+00,2.852296844679184290e-11,0.000000000000000000e+00,2.744146198464667563e-01,2.684148279595100365e-05
1.336101183562747596e-01,7.796826878706479835e-01,3.849336619334301694e-04,0.000000000000000000e+00,1.461489885707705494e-01,2.106515063972322441e-03
2.053171198796605312e-01,1.746792067276194516e+00,2.561351291287779478e-08,0.000000000000000000e+00,2.730296765156090544e-01,8.821604728467172902e-04
1.564514070348931307e-01,1.087742208552144207e+00,5.636395740393390289e-08,0.000000000000000000e+00,2.620773255427154558e-01,4.219505903506434621e-04
1.486474851137743747e-01,9.824910346678042972e-01,1.547411496785925249e-08,0.000000000000000000e+00,3.083188231878851160e-01,6.281858949404779159e-04
2.042300694330690114e-01,1.732131062626002915e+00,5.117919790788412289e-08,0.000000000000000000e+00,2.989752573210726627e-01,4.703671801276829156e-03
1.397939265717225987e-01,8.630834548606648449e-01,1.099590104279922705e-07,0.000000000000000000e+00,2.132822735702225858e-01,1.042203749501958987e-03
1.135365501498998703e-01,5.089512993298669352e-01,3.876276548544177426e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.675001452414938809e-03
1.406391741539043672e-01,8.744832742267173442e-01,1.417669710455973697e-05,0.000000000000000000e+00,-8.134649117203760493e-01,7.785861745201075150e-03
9.794709663159181789e-02,2.986969811034166922e-01,1.313356311733857756e-04,0.000000000000000000e+00,-3.312195635576287711e-01,1.193151871378438783e-01
1.186824699434108621e-01,5.783541078736057495e-01,1.880113430966119659e-03,0.000000000000000000e+00,-7.725943671625715159e-02,4.021681074557837375e-03
1.164316108469006655e-01,5.479968638429043581e-01,3.795258655885291682e-06,1.769559365931899497e-01,0.000000000000000000e+00,1.520007433679889611e-03
1.971825395008454107e-01,1.637081316376719498e+00,5.869604152891102695e-10,0.000000000000000000e+00,3.473362711985673035e-01,4.458344643437745864e-05
1.885832489316621730e-01,1.521103038258668327e+00,1.584970913924369346e-07,0.000000000000000000e+00,2.088717016147812189e-01,1.341343638264546299e-02
1.819509505142536121e-01,1.431653502366409203e+00,1.330166390072371702e-09,-1.717190651096202336e-01,3.756570144496854669e-01,1.382957532662227294e-04
1.740705137998622143e-01,1.325370376613141943e+00,5.843219230834974058e-07,0.000000000000000000e+00,2.758787160502745306e-01,3.405698126574342992e-03
1.062986654786776675e-01,4.113342465472071274e-01,2.489474126169889841e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.502432914755926219e-03
1.414863026751854436e-01,8.859084617410172280e-01,8.619966543692779773e-03,0.000000000000000000e+00,2.201862316424042787e-01,6.818636814895010723e+00
1.230278493597234957e-01,6.369600612855776944e-01,4.306946510579489494e-07,0.000000000000000000e+00,1.461456145664945527e-01,2.775735174725691909e-03
1.405157801589959066e-01,8.728190644940124754e-01,1.084822550241183560e-06,0.000000000000000000e+00,3.465346940543714838e-01,2.419986461781700390e-03
1.162777033473394450e-01,5.459211197283221351e-01,6.091519013301195891e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.041181457159452619e-03
9.068991987310297265e-02,2.008197367334987882e-01,1.007476815809361026e-03,1.612985134345167326e-01,-7.735672177292371998e-01,9.662377332790571564e-04
1.244177894238533144e-01,6.557061257461466175e-01,1.053996890566572306e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.756480165676298735e-03
8.801187553227206306e-02,1.647010628877257632e-01,1.220969085951288755e-03,0.000000000000000000e+00,-3.416151585267573343e-01,1.759291984212782087e-03
1.135793034625725839e-01,5.095279114989444968e-01,8.433140873378599294e-06,3.278831303767136829e-01,-5.755726188211308658e-01,6.541511834880676599e-03
1.041567888634580691e-01,3.824468447579588148e-01,2.505612635793776077e-02,0.000000000000000000e+00,-4.793387668106690036e-01,1.205263412443062648e-01
1.141745754564712362e-01,5.175563203902167064e-01,2.301826446669860734e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.138502221836901016e-03
9.389399583638956270e-02,2.440329774295519061e-01,1.237164421392609190e-04,2.424587478980841093e-01,-7.546632729882402080e-01,1.605233254390913463e-04
1.120750310595076404e-01,1.143010716481333677e+00,1.484500258370890363e-02,0.000000000000000000e+00,3.945826239474958808e-01,2.157049350926283360e+00
1.596318344411745138e-01,1.130636502132807752e+00,7.413516079130028482e-07,0.000000000000000000e+00,3.474609654947800608e-01,1.200104246349638012e-02
1.236536445742732887e-01,6.454001355979980259e-01,2.056316217704769016e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.703265657401422342e-03
1.392330993823150398e-01,8.555196016304499329e-01,1.193950239487190892e-07,5.346128734456936371e-01,-7.251097743887610081e-01,6.803955327279024342e-05
1.517283893954173568e-01,1.024043063961009636e+00,5.936988866530295276e-06,0.000000000000000000e+00,8.326730667838344591e-02,3.249142280963978648e-03
1.265048603535437743e-01,6.838543655094565521e-01,3.339267734882294677e-05,-1.757937416347552240e-01,0.000000000000000000e+00,5.432599344610818809e-03
